Transcript,Date,Position,Person,Party,Text,Subject,key
DAR-001,17 DE SETEMBRO DE 2020,240.0,Presidente,,"Retomando as perguntas, dou a palavra à Sr.ª Deputada Isabel Pires, do Bloco de Esquerda. Faça favor, Sr.ª Deputada.",Declarações políticas,17 DE SETEMBRO DE 2020Declarações políticas
DAR-001,17 DE SETEMBRO DE 2020,241.0,Bruno Dias,PCP,Faz uma pergunta que ele perceba!,Declarações políticas,17 DE SETEMBRO DE 2020Declarações políticas
DAR-001,17 DE SETEMBRO DE 2020,242.0,Isabel Pires,BE,"Sr. Presidente, Sr. Deputado, em primeiro lugar, obviamente que é preciso dizer — já tivemos esta discussão na manhã de hoje — que a responsabilidade política da gestão de qualquer crise e da apresentação de visões estratégicas para o País cabe, obviamente, ao Governo e é nesse âmbito que o Bloco de Esquerda tem trabalhado e que o debate deve ser feito. Mas gostaríamos de colocar uma questão — e perceberá, no final, que é, efetivamente, uma questão —, que tem a ver com ausências óbvias desta visão estratégica que foi apresentada, nomeadamente trabalho e salário. E não é de estranhar que o CDS, na sua intervenção, também não tenha falado sobre estas duas matérias, nem as tenha referido sequer esta manhã na audição ao Prof. Costa Silva, porque sabemos qual é a prática política e ideológica do CDS, quer enquanto foi governo, quer na oposição, relativamente à forma de lidar com crises. Não é demais lembrar que a política de recuperação de rendimentos que existiu nos últimos anos e que permitiu ultrapassar a crise que estávamos a atravessar foi determinante para que pudéssemos ter uma recuperação económica como a que vimos no nosso País. Portanto, quando estamos, neste momento, a discutir um aparente plano para uma visão estratégica a dez anos para ultrapassar uma crise que neste momento já começou, identificamos uma significativa diferença ideológica não só entre o Bloco de Esquerda e a visão estratégica do Prof. Costa Silva, mas também do CDS, que escolheu fazer destas matérias, trabalho e rendimentos, os grandes ausentes deste debate. Sabemos que do discurso à prática vai sempre uma distância muito grande e a pergunta que temos para fazer ao CDS, e é uma pergunta efetiva, é esta: qual é, afinal, a visão do CDS para o trabalho, a recuperação de rendimentos, as alterações necessárias ao Código do Trabalho,…",Declarações políticas,17 DE SETEMBRO DE 2020Declarações políticas
DAR-001,17 DE SETEMBRO DE 2020,243.0,Presidente,,"Sr.ª Deputada, chamo a sua atenção para o tempo. ",Declarações políticas,17 DE SETEMBRO DE 2020Declarações políticas
DAR-001,17 DE SETEMBRO DE 2020,244.0,Isabel Pires,BE,"… que continua a esmagar milhares de trabalhadores no nosso País? Qual é, afinal de contas, a visão que o CDS tem para isto? Ou vai continuar, como fez nos últimos anos, a propor a implementação de políticas que esmagam os trabalhadores do nosso País, esmagam os salários e os rendimentos? Aplausos do BE.",Declarações políticas,17 DE SETEMBRO DE 2020Declarações políticas
DAR-001,17 DE SETEMBRO DE 2020,245.0,Presidente,,"Também para formular pedidos de esclarecimento, dou agora a palavra ao Sr. Deputado Carlos Pereira, do PS. Faça favor, Sr. Deputado.",Declarações políticas,17 DE SETEMBRO DE 2020Declarações políticas
DAR-001,17 DE SETEMBRO DE 2020,246.0,Carlos Pereira,PS,"Sr. Presidente, Sr.as e Srs. Deputados, Sr. Deputado João Gonçalves Pereira, agradeço-lhe por ter trazido ao debate na Assembleia da República este tema tão relevante, aliás, procedimento que o Partido Socialista considera absolutamente essencial. Fê-lo já na audição ao Sr. Prof. António Costa Silva, sendo que o Sr. Deputado terá também, na comissão, a oportunidade de dialogar e debater com o Sr. Ministro da Economia e com o Sr. Ministro das Infraestruturas os temas que considerar relevantes. É assim que consideramos que este plano deve ser feito. Devo dizer, em abono da verdade, que não me surpreendeu a intervenção do Sr. Deputado, porque já o tinha ouvido esta manhã na Comissão de Economia, Inovação, Obras Públicas e Habitação. Foi um discurso agarrado a preconceitos ideológicos, como se viu, ignorando completamente a realidade, esta realidade. Mas os preconceitos e convicções que ali demonstrou não resolvem nenhum dos problemas que temos hoje. E isso ficou muito patente na sua intervenção, a qual não teve nenhum rasgo de novas iniciativas, novos caminhos de como fazer para recuperar a economia e que tipo de documento apresentar no quadro da União Europeia para termos acesso aos recursos que são absolutamente essenciais. Aliás, Sr. Deputado, permita-me que lhe diga uma coisa, este documento teve um coordenador, é verdade, o Sr. Prof. António Costa Silva, que disse hoje, na Comissão de Economia, que auscultou muitas entidades: associações empresariais, sindicatos, associações de solidariedade e o Governo também. Portanto, digamos que a forma como o Sr. Deputado se dirigiu ao plano não ofende apenas o Sr. Prof. António Costa Silva, não ofende apenas o PS, não ofende, sequer, o Governo, ofende toda a sociedade civil, que tem vindo a participar no debate sobre o Plano de Recuperação. Aliás, este Plano esteve em consulta pública e esteve-o até dia 20 de agosto. E nessa consulta pública sabemos que participaram muitas outras entidades da sociedade civil. Olhe, Sr. Deputado, vou dizer-lhe: eu próprio participei enquanto cidadão, enquanto madeirense.",Declarações políticas,17 DE SETEMBRO DE 2020Declarações políticas
DAR-001,17 DE SETEMBRO DE 2020,247.0,Presidente,,"Sr. Deputado, chamo a sua atenção para o tempo. ",Declarações políticas,17 DE SETEMBRO DE 2020Declarações políticas
DAR-001,17 DE SETEMBRO DE 2020,248.0,Carlos Pereira,PS,"A minha pergunta é esta: o CDS participou nessa consulta pública? Disse o que queria, escreveu alguma coisa sobre o assunto? Contribuiu para que pudéssemos ter um plano que, eventualmente, na sua cabeça, na cabeça do CDS, fosse mais adequado? Sr. Deputado, só há dois caminhos: ou o CDS diz que quer contribuir, quer participar, ou o CDS faz o que tem feito, que é a política de terra queimada — deve ser por isso que está na posição em que está. Aplausos do PS.",Declarações políticas,17 DE SETEMBRO DE 2020Declarações políticas
DAR-001,17 DE SETEMBRO DE 2020,249.0,Presidente,,"Para responder, tem a palavra o Sr. Deputado João Gonçalves Pereira. Faça favor, Sr. Deputado.",Declarações políticas,17 DE SETEMBRO DE 2020Declarações políticas
DAR-001,17 DE SETEMBRO DE 2020,250.0,João Gonçalves Pereira,CDS-PP,"Sr. Presidente, Sr.as e Srs. Deputados, começo por agradecer, novamente, as questões colocadas. A Sr.ª Deputada Isabel Pires perguntou de que forma está o CDS habituado a lidar com as crises. Eu respondo-lhe, Sr.ª Deputada: está habituado a tirar o País da bancarrota! Foi isso que o CDS fez, ainda na última crise que tivemos, juntamente com o PSD. Tirou o País da bancarrota! Protestos da Deputada do BE Isabel Pires. Portanto, Sr.ª Deputada, infelizmente, somos chamados a tratar de muitas crises e a resolvê-las, crises que são provocadas pela esquerda. Portanto, infelizmente, temos experiência nessa matéria, veja lá!",Declarações políticas,17 DE SETEMBRO DE 2020Declarações políticas
DAR-001,17 DE SETEMBRO DE 2020,251.0,Isabel Pires,BE,Belo resultado!,Declarações políticas,17 DE SETEMBRO DE 2020Declarações políticas
DAR-001,17 DE SETEMBRO DE 2020,252.0,João Gonçalves Pereira,CDS-PP,"Pergunta-me qual o modelo económico que defendemos? O que defendemos são empresas capitalizadas e, como é evidente, trabalhadores bem remunerados. Isso é óbvio. I SÉRIE — NÚMERO 1 Está até na matriz democrata-cristã do CDS a importância que tem o trabalho, a importância que o rendimento tem para as pessoas, para as famílias… Mas, enfim, percebo que o Bloco de Esquerda não conheça ou finja que não quer saber e não quer conhecer. Depois, o Sr. Deputado Carlos Pereira conseguiu aqui, em 2 minutos, praticamente, não dizer nada, mas, no final, lá colocou uma questão. Mas o Sr. Deputado não deve ter ouvido, seguramente, a minha intervenção de hoje de manhã, porque, se calhar, destoou das de todas as outras bancadas — estou a falar dos partidos, com exceção do Partido Socialista, o partido do Governo —, no sentido em que fui até bastante elogioso da iniciativa do Prof. António Costa Silva, alguém que, da sociedade civil, com um currículo que é inquestionável, do ponto de vista da sua atividade, se colocou ao serviço do País. Posso concordar ou discordar do documento, por achar que está ali muito Estado e devia estar menos, mas só posso elogiar aquela que é a disponibilidade de um cidadão para dar a sua visão, o seu plano, pedido por um Primeiro-Ministro que, pelos vistos, não tinha visão nem plano. Aliás, isto revelou também uma certa humildade, pois, não tendo visão nem plano, nem dele nem do próprio Governo, então, o Primeiro-Ministro teve de recorrer a alguém, a um consultor externo. É a vida! Portanto, só posso elogiar a participação da sociedade civil. Mas o Sr. Deputado, às tantas, diz: «bem, mas eu participei, eu até fui um daqueles 2000 que participei, por causa da Madeira». Sr. Deputado, não foi ouvido! Já reparou? Leu? É que, se calhar, o Sr. Deputado não leu. Já viu as referências que há à Madeira, no próprio documento? Se calhar, não foi ouvido. Sr. Deputado, o CDS tem estado sempre numa lógica construtiva, de apresentação de propostas. Ainda hoje disse que deve haver denominadores comuns, que o que está em causa é o interesse nacional e que, por isso, devemos ter mais pontos de encontro do que divergências naquilo que são matérias de longo prazo, a 10 e a 20 anos, a nível das próprias infraestruturas e dos investimentos que temos de fazer.",Declarações políticas,17 DE SETEMBRO DE 2020Declarações políticas
DAR-001,17 DE SETEMBRO DE 2020,253.0,Presidente,,"Sr. Deputado, faça favor de terminar. ",Declarações políticas,17 DE SETEMBRO DE 2020Declarações políticas
DAR-001,17 DE SETEMBRO DE 2020,254.0,João Gonçalves Pereira,CDS-PP,"Vou terminar, Sr. Presidente. O CDS disse isso hoje de manhã, e repito-o agora aqui, o Sr. Deputado ou não ouviu ou não percebeu. Aplausos do CDS-PP.",Declarações políticas,17 DE SETEMBRO DE 2020Declarações políticas
DAR-001,17 DE SETEMBRO DE 2020,255.0,Presidente,,"Para uma declaração política, tem a palavra a Sr.ª Deputada Inês de Sousa Real, do PAN. ",Declarações políticas,17 DE SETEMBRO DE 2020Declarações políticas
DAR-001,17 DE SETEMBRO DE 2020,256.0,Inês de Sousa Real,PAN,"Sr. Presidente, Sr.as e Srs. Deputados: A apresentação do Orçamento do Estado para 2021 surgirá num período particularmente complexo da nossa vida comum, porventura o mais complexo desde que vivemos em democracia, o que ganha especial relevância se nos lembrarmos de que o País já teve necessidade de ser assistido pelo FMI (Fundo Monetário Internacional) por três ocasiões. A COVID-19 veio alterar irremediavelmente o nosso quotidiano e plantou incertezas quanto ao nosso futuro, incertezas, essas, que num passado recente convocaram o Estado, nas suas diferentes dimensões, a marcar presença com medidas pontuais, mas que agora exigirão uma resposta categórica nos mais variados domínios. Nunca como agora os cidadãos precisaram tanto do Estado e nunca como agora o Estado terá um papel tão preponderante para assumir. E é justamente sobre um desses papéis que queremos hoje falar: o papel do Estado para com os jovens e para com o que lhes é devido. Recentemente, o Conselho Nacional de Juventude apresentou um pacote de medidas com o qual pretendeu contribuir para assinalar preocupações legítimas relativamente à recuperação da vida económica e social do País e também aos jovens e ao contexto em que se integram em Portugal. Este documento reforçou a ideia de que a COVID-19 veio trazer problemas adicionais aos jovens, a nível da saúde, em particular da saúde mental, com um aumento dos níveis de ansiedade, agravados por um aumento de hábitos de risco, como a sedentariedade ou a fraca qualidade do sono, mas também a nível das questões relacionadas com o ensino e com o emprego, onde foram notadas, respetivamente, dificuldades em acompanhar as aulas online ou falta de material de acesso ao estudo e a diminuição das condições de trabalho, queixando-se os jovens de horários mais longos de trabalho, excesso de trabalho, falta de condições de segurança e proteção e até abusos no teletrabalho. O documento revelou igualmente alguns aspetos que são particularmente preocupantes — uma parte dos inquiridos, aproximadamente 4%, revelou ter estado numa situação de grande vulnerabilidade, com dificuldade em fazer face às suas necessidades básicas diárias — e concluiu que existem, atualmente, jovens a viver abaixo da linha de pobreza em Portugal. Esta realidade não nos pode deixar, a nenhum e nenhuma de nós, indiferentes. Para o PAN, não restam dúvidas de que o momento presente exige a implementação de políticas públicas direcionadas aos jovens, pensadas, criadas e investidas precisamente para eles. Precisamos de ter respostas assertivas a nível do acesso à educação, ao trabalho e à habitação, mas também à cultura e ao direito ao ambiente. E precisamos de fazê-lo já, com respostas robustas e estruturadas e não com as mesmas soluções gastas, ultrapassadas e obsoletas do passado, que fizeram com que, mesmo antes da crise sanitária e com a economia em recuperação, a taxa de desemprego jovem fosse superior à da população em geral, com os jovens empregados a terem, na sua maioria, vínculos de trabalho frágeis que não ofereciam quaisquer perspetivas de futuro. Não podemos continuar a dizer aos jovens que o melhor que temos para lhes oferecer são estágios não remunerados ou com valores tão baixos, e financiados apenas com dinheiros públicos, que, mesmo que cumpridos com o máximo de profissionalismo e competência, terminam sempre na fila do desemprego. O mesmo se passa com os nossos investigadores que, ao fim de seis anos, são forçados a ir para outros países, desperdiçando Portugal todo o seu potencial e o investimento efetuado. Não podemos continuar a ser um país onde os contratos sem termo são afinal o pote vazio no fim do arco- íris, a que os jovens nunca conseguem, de facto, chegar, mesmo sendo a geração mais qualificada de sempre. Não podemos pedir aos jovens que continuem a adiar o sonho de uma casa própria ou da construção de uma família. Ao fazermos isso — não tenhamos ilusões! —, continuamos a falhar como Estado, continuamos a falhar como democracia. É por isso mesmo que, na discussão do Orçamento que se aproxima, daremos continuidade à nossa política de propostas direcionadas aos jovens, como foram as que criaram o mecanismo extraordinário de regularização de dívida por não pagamento de propinas em instituições de ensino superior públicas, aprovada na Sessão passada, ou a estratégia para a integração dos jovens NEET (not in employment, education or training), que, infelizmente, foi chumbada no último Orçamento do Estado, ou a que apresentámos na semana passada, no sentido de assegurar uma formação profissional, no âmbito do IEFP (Instituto do Emprego e Formação Profissional), adequada às qualificações e expectativas dos jovens que dela beneficiem. Mas hoje, nesta declaração política, há uma medida, em particular, que gostaríamos de destacar a este tempo: a da provedoria das gerações futuras. É ilusório pensar que existe um futuro, se não formos capazes de assegurar a sustentabilidade do planeta, por um lado, e também, obviamente, os direitos das gerações futuras. Estas questões não podem ser meramente proclamatórias. De pouco serve criarmos boas políticas para os jovens de hoje, se as mesmas hipotecarem a sua vida e a daqueles que se lhes seguirão no amanhã. Infelizmente, a História tem-se encarregado de nos demonstrar que existe sempre uma despreocupação com o longo prazo, que o imediatismo das políticas não se compadece com as necessidades dos cidadãos que ainda estão para vir. É justamente para assegurar que as políticas de hoje estão alinhadas com as expectativas do amanhã e respeitam as futuras gerações que o PAN apresentará esta iniciativa, tendente à criação da provedoria das gerações futuras. Esta figura tem o potencial de ser um órgão do Estado ao qual os cidadãos se podem dirigir para defender os seus direitos, liberdades e garantias ou os seus interesses legítimos, se e quando sentirem o seu futuro ameaçado, situação, esta, que está, desde já, mais do que gritantemente traçada, seja pelas evidências científicas, seja pelos jovens que, nas ruas, se manifestam. Trata-se de uma proposta que está alinhada com o princípio da justiça intergeracional, que tem de estar presente em todas as políticas, e que não preclude nem limita as políticas atuais, pelo que esperamos que possa merecer um amplo consenso nesta Assembleia. Sr.as e Srs. Deputados: Os próximos tempos serão particularmente desafiantes para todas e todos nós, mas, porque são os jovens que vão também arcar com os resultados das nossas decisões, é justo que tenhamos para com eles um olhar atento e um cuidado especial. I SÉRIE — NÚMERO 1 É justo que eles possam participar na construção das respostas a dar à crise sanitária e socioeconómica que vivemos e, não menos importante, é justo ouvir as suas reivindicações no que respeita à crise climática, que, não nos esqueçamos, não deixou de existir. Para terminar, é igualmente justo que uma parte significativa das verbas provenientes da União Europeia e do Orçamento do Estado sejam também afetas a satisfazer as suas necessidades e que, com isso, seja possível garantir-lhes um futuro melhor. Este é um investimento que não pode, continuamente, ser adiado! Aplausos do PAN.",Declarações políticas,17 DE SETEMBRO DE 2020Declarações políticas
DAR-001,17 DE SETEMBRO DE 2020,257.0,Presidente,,"Sr.ª Deputada, inscreveram-se quatro Srs. Deputados para lhe dirigirem pedidos de esclarecimento, pelo que a Mesa gostaria de saber como pretende responder. ",Declarações políticas,17 DE SETEMBRO DE 2020Declarações políticas
DAR-001,17 DE SETEMBRO DE 2020,258.0,Inês de Sousa Real,PAN,"Dois a dois, Sr. Presidente. ",Declarações políticas,17 DE SETEMBRO DE 2020Declarações políticas
DAR-001,17 DE SETEMBRO DE 2020,259.0,Presidente,,"Muito bem, Sr.ª Deputada. Tem, então, a palavra, em primeiro lugar, para formular o seu pedido de esclarecimento, a Sr.ª Deputada Maria Begonha, do PS.",Declarações políticas,17 DE SETEMBRO DE 2020Declarações políticas
DAR-001,17 DE SETEMBRO DE 2020,260.0,Maria Begonha,PS,"Sr. Presidente, Sr.ª Deputada Inês de Sousa Real, antes de mais, gostaria de saudar, naturalmente, o tema que o PAN aqui trouxe, na sua declaração política, tema que devia, aliás, ocupar mais tempo nos nossos debates políticos e neste Parlamento, porque está sempre no epicentro dos desafios do País, e também desta pandemia, justamente pelas dificuldades que as gerações mais novas e a juventude atravessam no momento atual. Para o Partido Socialista, como sabe, a resposta aos mais vulneráveis e aos mais desprotegidos nesta crise é uma prioridade. Os jovens, as gerações não apenas mais qualificadas mas mais novas do País foram das mais afetadas por esta crise, aliás, a segunda que vivem num curto espaço de tempo. E, ao contrário do que dizia aqui hoje o CDS, quando foi a direita a gerir uma crise, não resolveu a bancarrota, adiou percursos e vidas de uma geração inteira. Nós comungamos de parte do que disse a Sr.ª Deputada, porque, para nós, a diferença na resposta está justamente no papel do Estado e das políticas públicas, centradas e a responderem aos problemas concretos dos jovens. Por isso, desafios transversais, anteriores à pandemia, como o da precariedade a que os jovens estão particularmente expostos, o do desemprego jovem, o do acesso à habitação, o do acesso ao conhecimento democratizado para todos, já eram prioridades antes desta crise. A crise veio agravar o acesso mais democratizado ao conhecimento e veio também agudizar o problema do acesso ao emprego. É também por isso que temos tido respostas e temos hoje programas aprovados, e em vigor, de estímulo ao combate ao desemprego jovem e à contratação de jovens e que continuamos com uma prioridade de investimento público na habitação, que também se destina a jovens. Isto não significa que os desafios estão ultrapassados, significa apenas, Sr.ª Deputada, que, naturalmente, como comungamos da ideia de o Estado estar centrado nas prioridades dos jovens, também temos de reconhecer que temos feito caminho, ano após ano, para conseguir democratizar as oportunidades e combater percursos adiados e afetados.",Declarações políticas,17 DE SETEMBRO DE 2020Declarações políticas
DAR-001,17 DE SETEMBRO DE 2020,261.0,Presidente,,"Sr.ª Deputada, chamo a sua atenção para o tempo utilizado. ",Declarações políticas,17 DE SETEMBRO DE 2020Declarações políticas
DAR-001,17 DE SETEMBRO DE 2020,262.0,Maria Begonha,PS,"Por isso, Sr.ª Deputada, termino, pedindo apenas alguns contributos mais objetivos do PAN, visto que o Governo também já está, naturalmente, a atuar nesta matéria. Aplausos do PS.",Declarações políticas,17 DE SETEMBRO DE 2020Declarações políticas
DAR-001,17 DE SETEMBRO DE 2020,263.0,Presidente,,"Tem, agora, a palavra, também para pedir esclarecimentos, o Sr. Deputado Alexandre Poço, do PSD. ",Declarações políticas,17 DE SETEMBRO DE 2020Declarações políticas
DAR-001,17 DE SETEMBRO DE 2020,264.0,Alexandre Poço,PSD,"Sr. Presidente, Sr.as e Srs. Deputados, Sr.ª Deputada Inês de Sousa Real, efetivamente, hoje, quando analisamos a situação da juventude em Portugal, percebemos que ela já não está «à rasca», está verdadeiramente «à rasquinha». E podemos dizê-lo em várias áreas, onde, infelizmente, o Governo do Partido Socialista está desaparecido, não responde à chamada. E não responde à chamada, quando se trata, por exemplo, de ter capacidade para apresentar uma única proposta, uma única resposta a milhares de jovens que estão a perder o seu emprego, com a taxa de desemprego jovem a passar os 25%, valor bem acima da média europeia. Mas há também uma situação que não tem resposta do atual Governo, quando, ao fim de cinco anos, continuamos a ouvir as mesmas promessas, os mesmos objetivos, os mesmos planos reciclados nas políticas de habitação, quer para o acesso ao Porta 65, quer para a nova agenda de políticas de habitação. Por isso, Sr.ª Deputada, o Grupo Parlamentar do PSD entende que, neste momento, em que os jovens mais precisavam de uma resposta para fazer face aos seus desafios, designadamente no acesso à habitação — e recordemos que os jovens portugueses são dos que mais tarde se emancipam a nível europeu —, o Governo desapareceu. Assim, as propostas e ideias que apresentou, na tribuna, terão de ter uma consequência concreta. Irá o PAN ajudar a travar a sangria do desemprego jovem? Irá o PAN fazer com que o Governo, ao fim de cinco anos, comece a concretizar políticas de habitação jovem? Ou irá o PAN continuar a ser conivente com as políticas socialistas que fazem com que a minha geração, com que as gerações mais novas deste País olhem para o futuro e nada mais vejam do que um funil, um funil onde se perdem as suas oportunidades e onde cada vez é mais difícil ser jovem. Aplausos do PSD.",Declarações políticas,17 DE SETEMBRO DE 2020Declarações políticas
DAR-001,17 DE SETEMBRO DE 2020,265.0,Presidente,,"Sr.ª Deputada Inês de Sousa Real, tem a palavra para responder. ",Declarações políticas,17 DE SETEMBRO DE 2020Declarações políticas
DAR-001,17 DE SETEMBRO DE 2020,266.0,Inês de Sousa Real,PAN,"Sr. Presidente, desde já, queria agradecer as questões colocadas quer pela Sr.ª Deputada Maria Begonha, quer pelo Sr. Deputado Alexandre Poço. Relativamente às questões que me colocaram, desde logo, cumpre-me reforçar a preocupação com o combate à pobreza, para conseguirmos, de alguma forma, resgatar e quebrar os ciclos que se vêm repetindo e que impedem que os jovens, em particular aqueles que estão numa situação de maior vulnerabilidade socioeconómica, saiam da pobreza e consigam garantir o acesso a empregos mais estáveis, combatendo a precariedade. Em relação aos programas de empregabilidade, obviamente que todas as medidas são bem-vindas e aceitamo-las. É importante que o Estado esteja a fazer esse caminho, mas temos de aprofundar essas mesmas medidas, desde logo, apostando em alguns incentivos, como o da exclusividade dos médicos, que já debatemos nesta Assembleia e que é apenas um exemplo de uma medida que, de alguma forma, pode promover a captação de talento para não perdermos um investimento de formação de excelência no nosso País, que acaba muitas vezes por ir para o estrangeiro. Recordo que, no último Orçamento do Estado, vimos chumbada uma medida que era da mais elementar justiça e que tinha a ver com uma estratégia para a integração profissional dos jovens NEET, que não têm emprego nem acesso à educação. É preciso fazer mais e esperamos que o PS esteja disponível para dialogar. Vamos ter em debate um novo Orçamento do Estado e esperamos que estejam disponíveis para acompanhar as propostas que o PAN não deixará de fazer neste domínio. Relativamente às questões que o Sr. Deputado colocou, serei forçada a relembrá-lo de que Portugal assistiu já a três intervenções do FMI. Os sucessivos Governos que têm alternado no poder não têm dado respostas a nível de investimento em áreas estruturais para o País, tais como a habitação, a educação e o Serviço Nacional de Saúde. Portanto, Sr. Deputado, o PAN não se tem eximido de fazer a sua parte, propondo diversas medidas para dar respostas, seja no âmbito da juventude, seja nas demais dimensões da crise que afeta o nosso País. Aquilo que esperávamos, e aquilo com que esperamos também contar, no próximo Orçamento do Estado, da parte do PSD, era que as propostas não merecessem uma razia de chumbos e rejeições como os que temos visto em orçamentos anteriores, seja no Orçamento do Estado, seja no Orçamento Suplementar. I SÉRIE — NÚMERO 1 Portanto, Sr. Deputado, devolvo-lhe o desafio que aqui colocou, esperando que, desta vez, o PSD não rejeite as propostas do PAN, nomeadamente nesta matéria. Aplausos do PAN.",Declarações políticas,17 DE SETEMBRO DE 2020Declarações políticas
DAR-001,17 DE SETEMBRO DE 2020,267.0,Presidente,,"Para pedir esclarecimentos, tem a palavra o Sr. Deputado Luís Monteiro, do Bloco de Esquerda. ",Declarações políticas,17 DE SETEMBRO DE 2020Declarações políticas
DAR-001,17 DE SETEMBRO DE 2020,268.0,Luís Monteiro,BE,"Sr. Presidente, Sr.as e Srs. Deputados, quero, antes de mais, cumprimentar a Sr.ª Deputada Inês de Sousa Real, do PAN, por ter trazido um tema que poucas vezes é discutido no Plenário, mas que tem um impacto brutal na vida de milhões de pessoas das gerações mais novas do nosso País. Estamos a falar, justamente, de um período histórico, de uma geração que já viveu duas crises, que já teve dificuldades no seu percurso académico por mais do que uma vez e que tem problemas estruturais que não estão resolvidos, desde a habitação ao alojamento estudantil, do acesso à saúde à educação como um direito, do emprego com direitos e de todos os direitos individuais que têm sido uma das lutas que o Bloco de Esquerda trouxe, desde que existe, ao Parlamento. Se é verdade que a relação do Estado com a juventude é tanto melhor quanto maior for a sua capacidade de resposta ao nível das garantias de direitos materiais muito concretos, também é verdade que a Assembleia da República e os Governos têm um papel essencial nisso. Se critica — e bem, porque acompanhamos essa visão — que não podemos continuar numa lógica de políticas públicas para a juventude, o que é um bocadinho mais do mesmo, também nos cabe a nós fazer uma análise e ter uma visão crítica sobre a criação de mais uma provedoria, de mais um gabinete. Exatamente para quê? Não vamos obstaculizar nenhuma proposta que aumente a nossa proximidade e a proximidade de um conjunto de pessoas que têm um papel histórico e social muito importante, mas, ao mesmo tempo, hoje, precisamos de discutir o SNS, precisamos de discutir o ensino superior público para todos, precisamos de discutir a habitação. São esses temas que vão reaproximar as gerações mais novas de um futuro mais digno e do papel do Estado no século XXI, e esse é que é o debate que temos hoje.",Declarações políticas,17 DE SETEMBRO DE 2020Declarações políticas
DAR-001,17 DE SETEMBRO DE 2020,269.0,Presidente,,"Tem de terminar, Sr. Deputado. ",Declarações políticas,17 DE SETEMBRO DE 2020Declarações políticas
DAR-001,17 DE SETEMBRO DE 2020,270.0,Luís Monteiro,BE,"Sr. Presidente, vou já terminar. Na Assembleia da República dividem-se — e bem, porque é isso a democracia — em duas as visões fundamentais. De um lado, uma que acha que o Estado é, na verdade, um monstro que em nada vai ajudar a uma capacidade maior de os jovens se emanciparem; e do outro lado, que é onde estamos, a visão de um Estado mais forte e mais capaz para responder às crises do capitalismo que vivemos. Sr.ª Deputada, precisamos de perceber onde é que o PAN se situa neste debate. Aplausos do BE.",Declarações políticas,17 DE SETEMBRO DE 2020Declarações políticas
DAR-001,17 DE SETEMBRO DE 2020,271.0,Presidente,,"Tem a palavra a Sr.ª Deputada Alma Rivera, do PCP, para pedir esclarecimentos. ",Declarações políticas,17 DE SETEMBRO DE 2020Declarações políticas
DAR-001,17 DE SETEMBRO DE 2020,272.0,Alma Rivera,PCP,"Sr. Presidente, antes de mais, queria saudar a Sr.ª Deputada Inês de Sousa Real, bem como o PAN, por trazer este tema a debate. Este é, de facto, um tema de extrema importância, porque os problemas que atingem a juventude são muitos e são graves. O País precisa da juventude e a juventude precisa de novas receitas e de novas políticas. O que temos tido — a degradação das escolas e do próprio ensino, maltratando professores e funcionários, a elitização do ensino superior, a demissão do Estado face à ação social escolar, a demissão face ao desígnio de garantir uma educação pública gratuita, democrática e de qualidade — são velhas políticas e não servem a juventude. Aquilo a que a juventude está votada, em termos de trabalho, é ao desemprego, à total desregulação dos horários, à falta de segurança, aos falsos recibos-verdes e às empresas de trabalho temporário. A precariedade do trabalho e a precariedade da vida são políticas do passado que têm de ser ultrapassadas. Queremos uma política nova para a juventude? Queremos. Então, é preciso assegurar habitação às novas gerações. Os jovens têm de ter casa, estabilidade e salários dignos para construírem o seu projeto de vida e para constituírem família, se assim o desejarem. É assim que se combate a pobreza. É preciso olhar às lições da pandemia? Sim, é preciso. Então, o País precisa da juventude para avançar e a juventude precisa de outras políticas, o que passa por algo que muitos não querem que se diga porque é a exata antítese do que têm feito. É a importância do trabalho e a necessidade de valorizar os profissionais dos mais variados setores, de contratar jovens e de lhes garantir direitos. Se não fosse tão fácil despedir, Srs. Deputados, se não tivessem chumbado a proposta do PCP de proibição dos despedimentos durante a pandemia e se, em simultâneo, apoiassem as pequenas empresas em vez de apoiarem as grandes, o desemprego jovem não seria hoje de 25%. O País precisa de uma saúde de ferro, de um SNS dotado de meios, de responder à saúde mental das novas gerações, sobretudo em consequência deste período. Para o PCP, está mais do que evidente que o caminho é cumprir a Constituição, todos os dias, e, por isso, gostaria de perguntar à Sr.ª Deputada se, desta vez, contamos com o PAN para acabar com as propinas. Sr.ª Deputada, será essa provedoria que irá tomar as opções necessárias para valorizar a escola pública, investir na produção nacional e na criação de emprego de qualidade, reverter as normas gravosas da legislação laboral e combater, efetivamente, a precariedade? Aplausos do PCP.",Declarações políticas,17 DE SETEMBRO DE 2020Declarações políticas
DAR-001,17 DE SETEMBRO DE 2020,273.0,Presidente,,"Para responder, tem a palavra a Sr.ª Deputada Inês de Sousa Real. ",Declarações políticas,17 DE SETEMBRO DE 2020Declarações políticas
