Transcript,Date,Position,Person,Party,Text,Subject
DAR-001,17 DE SETEMBRO DE 2020,342,Presidente,Fernando Negrão,"Sr. Deputado António Filipe, recordo-me bem do trabalho que deu esse projeto de resolução e do seu resultado, seria bom que fosse feita uma avaliação. Acho que é uma boa sugestão. Para uma intervenção, tem a palavra o Sr. Deputado André Ventura, do Chega.","Petição 13/XIV, Projeto de Resolução 550/XIV, Projeto de Resolução 546/XIV"
DAR-001,17 DE SETEMBRO DE 2020,343,André Ventura,CH,"Sr. Presidente, o Chega começa por saudar esta iniciativa e a associação Transparência e Integridade pelo trabalho que tem feito também em prol deste tema. Vivemos num tempo em que as denúncias têm de ser protegidas, com o termo e com aquilo que a lei exige, é certo, mas têm de o ser. Se fizermos o caminho inverso, vamos pagar por ele num futuro próximo. Mas o Ministério Público tem de ter os seus meios reforçados, porque não vale a pena termos nenhuma estratégia contra a corrupção se o Ministério Público não tiver os seus meios reforçados. Sr.ª Deputada Cláudia Santos, deixe-me dizer-lhe que o caso da procuradora que ficou em primeiro lugar e não foi nomeada ter a validação do Conselho Superior da Magistratura…","Petição 13/XIV, Projeto de Resolução 550/XIV, Projeto de Resolução 546/XIV"
DAR-001,17 DE SETEMBRO DE 2020,344,Cláudia Santos,PS,Conselho Superior do Ministério Público!,"Petição 13/XIV, Projeto de Resolução 550/XIV, Projeto de Resolução 546/XIV"
DAR-001,17 DE SETEMBRO DE 2020,345,André Ventura,CH,"… é de uma grande desonestidade. A verdade é que temos uma procuradora que estava mais bem classificada e não foi nomeada. Por isso, não há estratégia que valha nesse aspeto. Temos o mesmo que tivemos em Tancos, uma matéria em que não se puderam ouvir determinados dignitários, e temos o mesmo quando se destratam juízes, que todos conhecemos, por este Governo. Assim não há estratégia contra a corrupção que valha a pena e que seja concludente.","Petição 13/XIV, Projeto de Resolução 550/XIV, Projeto de Resolução 546/XIV"
DAR-001,17 DE SETEMBRO DE 2020,346,Presidente,Fernando Negrão,"Para intervir novamente, tem a palavra a Sr.ª Deputada Mónica Quintela, do PSD, dispondo de 43 segundos. ","Petição 13/XIV, Projeto de Resolução 550/XIV, Projeto de Resolução 546/XIV"
DAR-001,17 DE SETEMBRO DE 2020,347,Mónica Quintela,PSD,"Sr. Presidente, queria responder à Sr.ª Deputada Cláudia Santos e elucidá-la, porque não tenho dúvida de que não sabe, tendo em conta que afirmou o que afirmou relativamente às deliberações do Conselho Superior do Ministério Público. Sr.ª Deputada, é público, poderá consultar o site e ver que os critérios do Conselho Superior do Ministério Público, quando fez a seleção para os candidatos, só foram estabelecidos depois de serem conhecidos os candidatos.","Petição 13/XIV, Projeto de Resolução 550/XIV, Projeto de Resolução 546/XIV"
DAR-001,17 DE SETEMBRO DE 2020,348,André Ventura,CH,Ora bem! I SÉRIE — NÚMERO 1,"Petição 13/XIV, Projeto de Resolução 550/XIV, Projeto de Resolução 546/XIV"
DAR-001,17 DE SETEMBRO DE 2020,349,Mónica Quintela,PSD,"Isso foi gravíssimo, Sr.ª Deputada! ","Petição 13/XIV, Projeto de Resolução 550/XIV, Projeto de Resolução 546/XIV"
DAR-001,17 DE SETEMBRO DE 2020,350,André Ventura,CH,É verdade!,"Petição 13/XIV, Projeto de Resolução 550/XIV, Projeto de Resolução 546/XIV"
DAR-001,17 DE SETEMBRO DE 2020,351,Mónica Quintela,PSD,"A senhora veja a ata e veja a declaração de voto do Procurador Amadeu Guerra relativamente a esta matéria, em que se absteve. Não está em causa o Procurador, mas a forma pouco transparente como ocorreu a nomeação. A procuradora que ficou em primeiro lugar, Maria Carla Almeida, salvo erro, impugnou esse concurso e só desistiu da reclamação precisamente para não protelar os trabalhos, com a condição de os candidatos irem sem qualquer classificação. Portanto, o que está a dizer não é verdade.","Petição 13/XIV, Projeto de Resolução 550/XIV, Projeto de Resolução 546/XIV"
DAR-001,17 DE SETEMBRO DE 2020,352,André Ventura,CH,Não é verdade! Protestos da Deputada do PS Cláudia Santos.,"Petição 13/XIV, Projeto de Resolução 550/XIV, Projeto de Resolução 546/XIV"
DAR-001,17 DE SETEMBRO DE 2020,353,Presidente,Fernando Negrão,"Sr.ª Deputada, chamo a sua atenção para o tempo. ","Petição 13/XIV, Projeto de Resolução 550/XIV, Projeto de Resolução 546/XIV"
DAR-001,17 DE SETEMBRO DE 2020,354,Mónica Quintela,PSD,"Não é verdade, Sr.ª Deputada! Isto já para não falar das ligações — isso são «outros quinhentos», será um assunto para outra sede — do procurador indicado a outras pessoas e as outras indicações que têm sido feitas, também, pela Sr.ª Ministra da Justiça, designadamente ao caso Freeport. Mas, Sr.ª Deputada, não tem razão nenhuma. Aplausos do PSD.","Petição 13/XIV, Projeto de Resolução 550/XIV, Projeto de Resolução 546/XIV"
DAR-001,17 DE SETEMBRO DE 2020,355,André Ventura,CH,E a outros processos!,"Petição 13/XIV, Projeto de Resolução 550/XIV, Projeto de Resolução 546/XIV"
DAR-001,17 DE SETEMBRO DE 2020,356,Presidente,Fernando Negrão,"Srs. Deputados, terminado o último ponto da agenda de hoje, a Sr.ª Deputada Sofia Araújo tem uma informação a dar à Câmara, que depois será sujeita a votação. Sr.ª Deputada, faça favor.",Encerramento
DAR-001,17 DE SETEMBRO DE 2020,357,Secretária,Sofia Araújo,"Sr. Presidente, Srs. Deputados, a Comissão de Transparência e Estatuto dos Deputados emitiu parecer no sentido de autorizar o Sr. Deputado José Manuel Carpinteira (PS) a intervir num processo a correr termos no Tribunal Administrativo e Fiscal de Braga.",Encerramento
DAR-001,17 DE SETEMBRO DE 2020,358,Presidente,Fernando Negrão,"Srs. Deputados, está em apreciação o parecer. Pausa. Não havendo pedidos de palavra, vamos votá-lo. Submetido à votação, foi aprovado por unanimidade, registando-se a ausência do CDS-PP, do PAN e das Deputadas não inscritas Cristina Rodrigues e Joacine Katar Moreira. Antes de passar à leitura da agenda de amanhã, a Sr.ª Secretária fará o anúncio dos Deputados presentes na sessão por videoconferência. Faça favor.",Encerramento
DAR-001,17 DE SETEMBRO DE 2020,359,Secretária,Sofia Araújo,"Sr. Presidente, informo a Câmara de que estiveram presentes, via Skype, o Sr. Deputado João Azevedo Castro (PS), eleito pelo círculo eleitoral dos Açores, e o Sr. Deputado Sérgio Marques (PSD), eleito pelo círculo eleitoral da Madeira. É tudo, Sr. Presidente.",Encerramento
DAR-001,17 DE SETEMBRO DE 2020,360,Presidente,Fernando Negrão,"Sr.as e Srs. Deputados, a agenda da sessão plenária de amanhã terá sete pontos, que passo a anunciar. No primeiro ponto, será discutido o Projeto de Resolução n.º 561/XIV/1.ª (PS) — Recomenda ao Governo que crie uma tarifa social de acesso a serviços de internet. Do segundo ponto consta a discussão, na generalidade, do Projeto de Lei n.º 474/XIV/1.ª (PSD) — Programa especial de apoio social aos ex-trabalhadores da COFACO. Em terceiro lugar, serão apreciados, na generalidade, os Projetos de Lei n.os 483/XIV/1.ª (BE) — Alarga o regime extraordinário de proteção dos arrendatários (4.ª alteração à Lei n.º 1-A/2020, de 19 de março) e 488/XIV/1.ª (PCP) — Alarga o regime extraordinário de proteção aos arrendatários até 31 de dezembro de 2021 e define o prazo para entrega de candidaturas para apoio financeiro do IHRU até 31 de dezembro de 2020. Serão apreciados, no quarto ponto, o Projeto de Resolução n.º 471/XIV/1.ª (PCP) — Recomenda ao Governo a reversão da alienação do Novo Banco, a sua transferência para a esfera pública e o apoio especializado às micro, pequenas e médias empresas e, na generalidade, o Projeto de Lei n.º 499/XIV/1.ª (IL) — Condiciona o exercício dos direitos de conversão pelo Estado de créditos em capital do Novo Banco à sua aprovação prévia pela Assembleia da República. Em quinto lugar, serão debatidos, conjuntamente, os Projetos de Resolução n.os 75/XIV/1.ª (CDS-PP) — Recomenda ao Governo que crie uma rede de apoio familiar e promova o estudo e o debate para uma política de família e de natalidade, 77/XIV/1.ª (CDS-PP) — Constituição de uma comissão eventual para o acompanhamento das iniciativas sobre a família e a natalidade, 59/XIV/1.ª (PSD) — Por uma política integrada para a infância e a família e 255/XIV/1.ª (PCP) — Recomenda ao Governo a adoção de medidas transversais e integradas de apoio e incentivo à natalidade. Do sexto ponto consta a discussão, na generalidade, dos Projetos de Lei n.os 476/XIV/1.ª (PAN) — Cria uma unidade especial de salvação e resgate animal, procedendo à terceira alteração à Lei n.º 27/2006, de 3 de julho, e à primeira alteração ao Decreto-Lei n.º 45/2019, de 1 de abril, 494/XIV/1.ª (Deputada não inscrita Cristina Rodrigues) — Altera a Lei n.º 27/2006, de 3 de julho, e o Decreto-Lei n.º 45/2019, de 1 de abril, procedendo à criação da equipa especial de socorro animal e 501/XIV/1.ª (BE) — Prepara a Proteção Civil para o salvamento, resgate e socorro animal (3.ª alteração à Lei n.º 27/2006, de 3 de julho; 3.ª alteração ao Decreto-Lei n.º 134/2006, de 25 de julho; 3.ª alteração à Lei n.º 65/2007, de 12 de novembro; 2.ª alteração ao Decreto-Lei n.º 45/2019, de 1 de abril; e 2.ª alteração ao Decreto-Lei n.º 116/98, de 5 de maio), juntamente com o Projeto de Resolução n.º 580/XIV/1.ª (PEV) — Formação, no âmbito da Proteção Civil, para salvar e resgatar animais em caso de catástrofe. Por último, procederemos à discussão, na generalidade, dos Projetos de Lei n.os 450/XIV/1.ª (PEV) — Apresentação de relatório do ICNF à Assembleia da República, para acompanhar e reforçar o cumprimento do objetivo nacional de redução da área de eucalipto no espaço florestal, 493/XIV/1.ª (PAN) — Cria a comissão de acompanhamento para a vigilância, prevenção e controlo da regeneração natural dos eucaliptos e das exóticas lenhosas invasoras e determina a elaboração de um plano de controlo da regeneração natural dos eucaliptos e de ação para a vigilância e controlo das exóticas lenhosas invasoras e 500/XIV/1.ª (BE) — Cria rede pública de viveiros para multiplicação de espécies autóctones, recuperação de áreas ardidas e transformação da paisagem, juntamente com o Projeto de Resolução n.º 521/XIV/1.ª (PEV) — Recomenda ao Governo apoios para retirar as árvores ardidas com incêndios de 2017, arranque de eucaliptos de crescimento espontâneo e para a (re)florestação com espécies endógenas. Srs. Deputados, desejo-vos um resto de boa tarde e uma boa noite. A sessão está encerrada.",Encerramento
DAR-002,18 DE SETEMBRO DE 2020,0,Presidente,,"Sr.as e Srs. Deputados, a ordem de trabalhos de hoje tem sete pontos de debate, mas, antes de começarmos, a Sr.ª Secretária Maria da Luz Rosinha tem várias informações a dar. Faça favor, Sr.ª Secretária.",Abertura
DAR-002,18 DE SETEMBRO DE 2020,1,Secretária,Maria da Luz Rosinha,"Sr. Presidente, Sr.as e Srs. Deputados, deram entrada na Mesa, e foram admitidas, as seguintes iniciativas legislativas: Propostas de Resolução n.os 11/XIV/2.ª (GOV) e 12/XIV/2.ª (GOV); Projetos de Lei n.os 506/XIV/2.ª (CDS-PP), 507/XIV/2.ª (PCP), 509/XIV/2.ª (PCP), 510/XIV/2.ª (PCP) e 511/XIV/2.ª (PCP); e Projetos de Resolução n.os 627/XIV/2.ª (PCP), 628/XIV/2.ª (PAN), 629/XIV/2.ª (PAN), 630/XIV/2.ª (PCP) e 631/XIV/2.ª (CDS-PP). É tudo, Sr. Presidente.",Abertura
DAR-002,18 DE SETEMBRO DE 2020,2,Presidente,,"Muito obrigado, Sr.ª Secretária. Como é evidente, no site do Parlamento, estão identificados os temas visados por cada uma destas iniciativas. Sr.as e Srs. Deputados, vamos, então, dar início ao primeiro ponto da nossa ordem de trabalhos de hoje, que é o da apreciação do Projeto de Resolução n.º 561/XIV/1.ª (PS) — Recomenda ao Governo que crie uma tarifa social de acesso a serviços de internet. Tem a palavra, para uma intervenção, o Sr. Deputado Filipe Pacheco, do Grupo Parlamentar do PS.",Projeto de Resolução 561/XIV
DAR-002,18 DE SETEMBRO DE 2020,3,Filipe Pacheco,PS,"Sr. Presidente, Sr.as e Srs. Deputados: O Partido Socialista traz hoje a esta Câmara a discussão de um projeto de resolução para a criação de uma tarifa social de acesso a serviços de internet, porque entende que a internet é hoje um bem absolutamente essencial para toda a população. Entendemos que é função e responsabilidade do Estado garantir que ninguém fica para trás no atual processo de transformação digital que todos vivemos e entendemos que esta transição digital tem de ser feita protegendo os direitos e as liberdades e garantindo a igualdade de oportunidades a todos os cidadãos. É neste contexto que defendemos uma internet livre e aberta e que o seu acesso seja um direito universal e economicamente acessível. Mas a medida que hoje aqui apresentamos não é uma medida avulsa e isolada, faz parte de um programa muito mais vasto, de uma ideia para o País que está materializada no Plano de Ação para a Transição Digital, que foi aprovado no início do ano, pelo atual Governo, no domínio do Portugal Digital, e que é um documento estratégico que procura concretizar três grandes prioridades: a capacitação digital das pessoas, a transformação digital das empresas e a digitalização do Estado. Esta é uma medida que se encontra também alinhada com as iniciativas de capacitação da INCoDe.2030 (Iniciativa Nacional de Competências Digitais e.2030), criada também pelo atual Governo, que pretende aumentar a literacia digital e a utilização de serviços públicos digitais. E é também no contexto do crescente caminho que está a ser percorrido na modernização da Administração Pública que é importante que não existam obstáculos no acesso à internet para utilização dos serviços públicos, como, por exemplo, para fazer a renovação do cartão de cidadão à distância ou para a marcação de uma consulta de saúde online. Se tudo isto não bastasse, o isolamento que a maioria dos portugueses viveu, há uns meses, lembra-nos que o acesso à internet está já entranhado nas nossas vidas e que sem esta rede ficaríamos confinados ou em isolamento quase absoluto. E se é verdade que a pandemia veio acelerar a transformação digital das empresas e dos governos, também é verdade que colocou em maior evidência as dificuldades sentidas pelos grupos mais vulneráveis da sociedade no acesso às ferramentas tecnológicas, com consequentes e evidentes desigualdades sociais. Por todas essas razões, o Grupo Parlamentar do Partido Socialista quer que o Governo crie uma tarifa social de internet, semelhante à atual tarifa social de eletricidade, que possa contribuir não só para reduzir os encargos I SÉRIE — NÚMERO 2 financeiros dos consumidores mais vulneráveis, como para que o preço não seja nunca, em situação alguma, um fator de exclusão no acesso universal a este serviço. Propomos também que a atribuição deste direito seja feita através de um processo simples e automático para o cidadão. Ninguém terá de pedir esta tarifa, quem tiver direito beneficiará dela de forma automática, a menos que diga que dela não quer beneficiar. Sr. Presidente, Sr.as e Srs. Deputados: Termino, convocando todos os partidos para que se juntem ao Partido Socialista na aprovação deste projeto. Da nossa parte, o Partido Socialista continua absolutamente comprometido com a construção de um Portugal moderno, inovador e na linha da frente da sociedade da informação, o que significa proteger e dar condições àqueles que estão menos capacitados para enfrentar os desafios da transição digital. Aplausos do PS.",Projeto de Resolução 561/XIV
DAR-002,18 DE SETEMBRO DE 2020,4,Presidente,,"Tem, agora, a palavra, para uma intervenção, a Sr.ª Deputada Inês Sousa Real, do PAN. ",Projeto de Resolução 561/XIV
DAR-002,18 DE SETEMBRO DE 2020,5,Inês de Sousa Real,PAN,"Sr. Presidente, Sr.as e Srs. Deputados: A criação de uma tarifa social de internet é, sem dúvida, uma medida fundamental para assegurar a igualdade de oportunidades no acesso a este serviço público essencial, sobretudo num contexto em que a taxa de utilização da internet é inferior, em 12%, à média da União Europeia, razão pela qual saudamos o Partido Socialista por ter trazido a iniciativa a esta Assembleia. No século XXI, o combate pela igualdade de oportunidades no acesso à educação, ao mercado de trabalho, à cultura e ao lazer também se faz pelo combate às desigualdades no acesso à internet. Por isso mesmo, o PAN não só vai acompanhar esta proposta do PS, como até já apresentou uma carta dos direitos digitais que, deixando o essencial da regulamentação para o Governo, propõe que se assegure o enquadramento legal da taxa social de internet e dos seus beneficiários potenciais, que, em nosso entender, deverão ser os beneficiários de prestações sociais, os desempregados (com ou sem subsídio) e os agregados familiares de baixos rendimentos. Esperamos que, de facto, no próximo dia 1 de outubro, aquando da discussão desta carta digital, proposta pelo PAN, o Parlamento também não renuncie às suas competências e seja capaz de desenvolver o enquadramento-base necessário à implementação desta importante medida que agora se quer recomendar ao Governo. Mas a desigualdade de acesso à internet vai bem mais além dos obstáculos que estão associados ao seu preço. No ensino obrigatório, por exemplo, sabemos que um quarto dos alunos não tem computador, problema que ficou a nu no auge da crise sanitária. Portanto, igualdade de acesso é também garantir que as promessas de digitalização na educação se cumprem e que os casos de alunos sem computador não se voltam a repetir neste ano letivo. Não o fazer é não cumprir o direito à educação das nossas crianças e jovens. Mas sabemos também que cerca de um quinto das zonas rurais do nosso País não estão servidas por banda larga e que, em muitas zonas do interior, muitas são as denúncias recebidas pela ANACOM (Autoridade Nacional de Comunicações) que relatam que as operadoras cobram serviços que, na prática, não são prestados, seja pela descontinuidade dos mesmos, seja pela velocidade da internet. Manter este cenário é discriminar os cidadãos em função do local onde residem e é também pôr em causa a competitividade do interior. Por fim, sabemos que os dados móveis em Portugal são dos mais caros da Europa e que as operadoras mantêm os pacotes de dados artificialmente baixos para incentivar a adesão a pacotes de zero rating. Manter este cenário, mais do que violar o direito de acesso neutral à internet, é criar desigualdades e assimetrias sociais e regionais que não podemos continuar a permitir. Por isso mesmo, o PAN também irá defender a proibição de práticas abusivas de zero rating e a punição do incumprimento, por parte da ANACOM.",Projeto de Resolução 561/XIV
DAR-002,18 DE SETEMBRO DE 2020,6,Presidente,,"Tem, agora, a palavra, para uma intervenção, pelo Iniciativa Liberal, o Sr. Deputado João Cotrim de Figueiredo. ",Projeto de Resolução 561/XIV
DAR-002,18 DE SETEMBRO DE 2020,7,João Cotrim de Figueiredo,IL,"Sr. Presidente, Sr.as e Srs. Deputados: Bem-vindos a mais um «minuto liberal», hoje dedicado às ironias da vida, ironias, essas, que acho que passaram desapercebidas ao PS neste projeto de resolução. Primeira ironia: 20 anos depois do início da disponibilização de serviços de internet em Portugal, há milhares de portugueses que ainda não os conseguem pagar e por isso se justifica a discussão de uma tarifa social. Não me conseguiria lembrar de uma maior confissão de fracasso da governação socialista.",Projeto de Resolução 561/XIV
DAR-002,18 DE SETEMBRO DE 2020,8,Bruno Dias,PCP,"Então, o mercado não resolveu?! ",Projeto de Resolução 561/XIV
DAR-002,18 DE SETEMBRO DE 2020,9,João Cotrim de Figueiredo,IL,"Segunda ironia: é o próprio PS que vem exigir ao Governo do PS que cumpra uma resolução que já tomou em abril. Sei que o PS não é o único partido a celebrar a Revolução de Abril, mas passa a ser o único partido a celebrar a resolução de abril. Terceira ironia, e esta um bocadinho com laivos de sadismo, mas deve ser coincidência: por acaso, todos aqueles serviços que os senhores querem garantir no acesso básico servem também para fortalecer a posição do fisco. Senão, vejamos: acesso a serviços públicos digitais, certamente com o site da AT (Autoridade Tributária e Aduaneira) à cabeça; homebanking, para pagar ao fisco mais depressa; correio eletrónico, para receber com facilidade aquelas missivas e notificações na ViaCTT. Última ironia, e esta é uma que, realmente, não entendo:…",Projeto de Resolução 561/XIV
DAR-002,18 DE SETEMBRO DE 2020,10,Presidente,,"Sr. Deputado, peço-lhe para concluir. ",Projeto de Resolução 561/XIV
DAR-002,18 DE SETEMBRO DE 2020,11,João Cotrim de Figueiredo,IL,"… até o PS pede ao Governo PS para ser simples, porque já sabe que estas coisas, por complicação, podem ficar na gaveta. Para que não haja dúvidas, Sr. Presidente, nós não vamos inviabilizar este projeto de resolução, em solidariedade com milhares de portugueses que não conseguem pagar a internet. Mas isto, realmente, já não é ironia, é tristeza.",Projeto de Resolução 561/XIV
DAR-002,18 DE SETEMBRO DE 2020,12,Presidente,,"Tem a palavra, para uma intervenção, o Sr. Deputado Hugo Carvalho, do Grupo Parlamentar do PSD. ",Projeto de Resolução 561/XIV
DAR-002,18 DE SETEMBRO DE 2020,13,Hugo Martins de Carvalho,PSD,"Sr. Presidente, Sr.as e Srs. Deputados: Nem mesmo os que aqui, muitas vezes, estão em profunda negação podem negar que existe uma nova dimensão do poder, da economia e, também, da política, que é a digital. Nenhum de nós nega que vivemos mais em tempos de seleção de informação do que em tempos de acesso à informação. E ninguém nega que, ainda que nunca tenha sido aqui votada ou referendada, a internet mudou profundamente a nossa vida e o nosso País. Hoje, ter internet é ter mais saúde, é ter mais informação, é ter liberdade económica, é fazer e, sobretudo, tomar parte da sociedade contemporânea e do nosso futuro coletivo. Já muitas vezes aqui falei, Sr. Presidente, sobre a nova desigualdade que enfrentamos, a nova exclusão, que é a digital e tecnológica. E várias vezes ouvimos dizer que todos nascemos iguais em direitos e oportunidades, mas o dia seguinte é o verdadeiro desafio, pelo sítio onde nascemos, pelo nosso meio familiar ou pelo nosso meio social. Muitos têm ficado para trás e ficam para trás todos os que ainda não puderam aprender a lidar com a tecnologia e, especialmente, todos os que ainda não têm acesso a ela. O PSD quer que as coisas corram bem ao País e quer que as coisas corram bem aos portugueses e, por isso, manifestámos apoio a esta intenção do Governo e manifestamo-lo também, naturalmente, a esta iniciativa e a todas as que sirvam para lembrar o Governo daquilo que ainda tem para cumprir e alcançar. O que não queremos fazer, no entanto, é perder uma oportunidade de focar o que é essencial. E o essencial não é uma tarifa social, o essencial é o acesso à rede, que tem deixado de lado 40% das pessoas em meios rurais da Europa, como lembrava a Presidente da Comissão Europeia, e que tem agravado as assimetrias que todos nós conhecemos, há muitos anos, no território nacional. I SÉRIE — NÚMERO 2 Uma tarifa social de internet pode, sem dúvida, significar muito para alguns portugueses, mas significa pouco ou até quase nada para muitos, muitos portugueses que vivem em regiões sem banda larga, sem alta velocidade e, às vezes, sem rede. Portanto, muito diretamente, o que solicitamos ao Governo e partilhamos também com o Partido Socialista e com os demais partidos é, em primeiro lugar e desde logo, que o Partido Socialista e o Governo não confundam, mais uma vez, o Estado social com um Estado eleitoral ou com um Estado socialista. A tarifa social deve ser desenhada para os agregados familiares que realmente necessitam de apoio. É que muitas foram as medidas sociais — lembro-me de oferecerem os manuais escolares a toda a gente, de reduzirem as propinas a toda a gente —, mas esqueceram-se de que estavam a reduzir e a oferecer a quem pode efetivamente pagar, e podia continuar a pagar, agravando ainda mais as desigualdades e fazendo, portanto, o contrário do que dizem defender. Uma segunda nota é no sentido de o Governo cumprir e transpor, assim que possível, o Código Europeu das Comunicações Eletrónicas, assegurando a neutralidade tecnológica da tarifa, que não pode ser só em linha fixa, e assegurando também que a tarifa cumpre os serviços básicos de utilização da internet por qualquer cidadão. Finalmente, solicitamos que o Governo possa colaborar com os operadores, a quem, certamente, vai pedir auxílio nesta matéria, para que se desbloqueie o problema de facto que aqui já enunciei: cumprir, em Portugal, finalmente, um serviço universal de redes de alta velocidade que não deixe parte do País de fora, porque, com certeza, não é mais uma tarifa social que vem colocar a internet em lado algum, muito menos onde nem sequer existe rede móvel em Portugal. Aplausos do PSD.",Projeto de Resolução 561/XIV
DAR-002,18 DE SETEMBRO DE 2020,14,Presidente,,"É a vez de Os Verdes intervirem no debate, pelo que tem a palavra a Sr.ª Deputada Mariana Silva. ",Projeto de Resolução 561/XIV
DAR-002,18 DE SETEMBRO DE 2020,15,Mariana Silva,PEV,"Sr. Presidente, Sr.as e Srs. Deputados: Nos últimos meses, com a pandemia a forçar as rotinas, fomos confrontados com a importância das telecomunicações no dia a dia, para as empresas, para os serviços públicos, para os utilizadores habituais e até para os mais descrentes, que a utilizaram para estarem mais próximos dos seus familiares e amigos. O acesso à internet aproxima-se a passos largos da necessidade de um bem essencial, como, por exemplo, a eletricidade. No entanto, nem todos têm acesso a este serviço e, com as dificuldades crescentes em milhares de famílias portuguesas, esta é a primeira despesa a ser anulada do orçamento familiar. Tendo em consideração a imprescindibilidade da internet, os custos elevados e as dificuldades económicas de muitos portugueses, o estabelecimento de uma tarifa social, tal como se verifica com outros serviços essenciais, é a questão que está colocada na ordem do dia. O Plano de Ação para a Transição Digital apresentado pelo Governo prevê, entre várias medidas para a suposta transição, a criação de uma tarifa social de acesso a serviços de internet que permitirá a utilização mais generalizada, de forma a promover a inclusão e a literacia digital nas camadas mais desfavorecidas da população. Mas é importante ter em conta outras variáveis, uma vez que o acesso à internet não é tão universal como outros serviços essenciais. O serviço de internet é muito assimétrico em termos de cobertura e da respetiva velocidade e Os Verdes consideram que, mais uma vez, pode estar-se a construir a casa pelo telhado. Não é possível deixar ninguém para trás e, para isso, o acesso à internet pode ser economicamente acessível, mas é necessária uma cobertura nacional da rede, eliminando a discriminação geográfica que se tem verificado. No final do ano letivo anterior, muitas foram as dificuldades sentidas por professores e alunos devido à falta de acesso à internet. Relembro o caso da professora que trabalhava dentro do carro, num local onde conseguia ter acesso à rede, ou o dos alunos em Penalva do Castelo, que assistiam às aulas online no alpendre da Junta de Freguesia devido à fraca cobertura de internet. A situação a que chegamos, da falta de cobertura em muitas áreas do País, no que diz respeito quer à rede de banda larga móvel ou à cobertura de fibra, não é alheia à privatização da própria PT (Portugal Telecom), empresa que deveria estar sob o controlo do Estado, pois, como sabemos, as operadoras estão mais preocupadas com os seus lucros do que propriamente com a dificuldade sentida pelo cidadão. Os Verdes não só consideram necessária a criação de uma tarifa social para os serviços de internet, nos mesmos moldes da tarifa social do gás e da eletricidade, mas também que se assegure que os contratos onde se aplique a tarifa social não sejam objeto de fidelização; a garantia de padrões mínimos de qualidade da prestação dos serviços; e que seja assegurado, de forma equitativa, o uso das tecnologias de telecomunicação e o usufruto dos serviços pelo território nacional.",Projeto de Resolução 561/XIV
DAR-002,18 DE SETEMBRO DE 2020,16,Presidente,,"Tem a palavra para uma intervenção o Sr. Deputado Bruno Dias, do Grupo Parlamentar do PCP. ",Projeto de Resolução 561/XIV
DAR-002,18 DE SETEMBRO DE 2020,17,Bruno Dias,PCP,"Sr. Presidente, Sr.as e Srs. Deputados: Entre dezembro de 2009 e dezembro de 2019, neste domínio do acesso às telecomunicações, em termos médios nos países da União Europeia, os preços para o consumidor tiveram uma redução de 9,9%. No mesmo período, em Portugal, tivemos um aumento de 7,6%, o segundo maior aumento da União Europeia. Atualmente, Portugal está na 22.ª posição entre os 23 países europeus indicados pela ANACOM em termos de penetração da banda larga móvel. Apresentamos uma cobertura inferior à média dos países da União Europeia e uma disponibilidade do serviço de apenas 83%, além de que estamos entre os três países europeus com menor débito médio de download e, ainda, no conjunto de países onde a velocidade experimentada é das mais baixas. No ano passado, a Altice Portugal viu os lucros em 832 milhões de euros; a Nos fechou o exercício de 2019 com um resultado líquido de 143,5 milhões de euros; a Vodafone Portugal não anunciou esses resultados líquidos, indicando apenas que tinha remunerado a casa-mãe, a multinacional Vodafone, em 75,2 milhões de euros. A casa-mãe da Vodafone, essa sim, apresentou, a nível global, uma faturação de 45 000 milhões de euros, com lucros de 14 900 milhões de euros. Aqui está, Srs. Deputados, o resultado do mercado liberalizado a funcionar, depois das privatizações que PS, PSD e CDS tão entusiasticamente realizaram e da liberalização do setor. Quando temos este escândalo dos preços no acesso às telecomunicações e dos lucros das multinacionais que tomaram conta deste setor, constatamos que é fraca resposta a de um país indicando que vai haver uma tarifa social para subsidiar o pagamento do acesso dos mais pobres às telecomunicações. Srs. Deputados, este escândalo nacional nos preços do acesso à internet e às telecomunicações não é um problema dos mais pobres, é um problema da economia nacional. É um problema das micro, pequenas e médias empresas e dos setores produtivos, e um problema de todo o País e não pode ter como única resposta do Governo do PS, com o acordo do PSD e dos outros partidos, como vimos, em relação a esta matéria, subsidiar apenas aqueles que mais dificuldades têm. Esta é uma dificuldade concreta, transversal à economia nacional e aos setores produtivos, por termos esta situação de uma economia que está refém das multinacionais que se apoderaram, de facto, dos setores não transacionáveis da economia. Este é um problema estrutural da economia nacional. Portanto, Sr.as e Srs. Deputados, será necessária e incontornável uma política económica que coloque na primeira linha do debate a efetiva capacidade de termos um setor ao serviço do povo e do País, que tenha tarifários e serviços consentâneos com as necessidades da população e da economia. Não mandem as pessoas para casa em teletrabalho e depois digam que os mais pobres vão ter um desconto. Não façam da economia real saco de pancada das multinacionais para depois dizerem que vai haver uma tarifa social. É mesmo preciso colocar o controlo público do setor no centro do debate, de uma forma efetiva e estável em relação à nossa economia, para que seja, de facto, um fator de desenvolvimento e um fator estratégico de modernização da economia, e não aquilo que tem vindo a acontecer com a, até agora, verificada penalização profunda destes setores e das populações. Aplausos do PCP e do PEV.",Projeto de Resolução 561/XIV
